step,epoch,loss_treino,lr,grad_norm,tokens_por_seg,gpu_mem_gb,elapsed_s
7700,19,1.626390,1.039303e-04,0.5000,97967.8,0.617,165.4
7720,19,1.604699,1.032235e-04,0.4434,128070.4,0.617,165.7
7740,19,1.594686,1.025179e-04,0.4355,114153.2,0.617,166.1
7760,19,1.617431,1.018134e-04,0.6250,119606.3,0.617,166.5
7780,19,1.586914,1.011101e-04,0.4297,115423.8,0.617,166.9
7800,19,1.627366,1.004080e-04,0.4805,100979.9,0.617,167.2
7820,19,1.603723,9.970716e-05,0.5898,125286.8,0.617,167.6
7840,19,1.615420,9.900753e-05,0.4531,104616.9,0.617,168.0
7860,19,1.605275,9.830914e-05,0.4746,110468.8,0.617,168.3
7880,19,1.596114,9.761203e-05,0.4375,97270.5,0.617,168.7
7900,19,1.615689,9.691620e-05,0.4902,110208.3,0.617,169.1
7920,19,1.590089,9.622168e-05,0.5000,130395.2,0.617,169.4
7940,19,1.603195,9.552847e-05,0.4395,120906.7,0.617,169.8
7960,19,1.625995,9.483661e-05,0.6445,96242.4,0.617,170.2
7980,19,1.632400,9.414610e-05,0.5039,80137.1,0.617,170.6
8000,19,1.599231,9.345696e-05,0.4277,170635.1,0.617,170.9
8020,19,1.606511,9.276920e-05,0.4316,131125.8,0.617,171.3
8040,19,1.603583,9.208286e-05,0.5586,106015.7,0.617,171.7
8060,19,1.581354,9.139793e-05,0.6328,118534.7,0.617,172.0
8080,19,1.584830,9.071445e-05,0.3789,165874.5,0.617,172.4
8100,20,1.580752,9.003242e-05,0.4883,149056.8,0.617,174.0
8120,20,1.594046,8.935186e-05,0.4453,151483.3,0.617,174.4
8140,20,1.581175,8.867279e-05,0.4941,131183.2,0.617,174.8
8160,20,1.599087,8.799523e-05,0.3984,144080.8,0.617,175.1
8180,20,1.635848,8.731919e-05,0.5938,83307.7,0.617,175.5
8200,20,1.589942,8.664469e-05,0.4316,97028.1,0.617,175.9
8220,20,1.620600,8.597174e-05,0.5703,88793.9,0.617,176.3
8240,20,1.580690,8.530037e-05,0.4102,165151.6,0.617,176.6
8260,20,1.596565,8.463058e-05,0.5312,126089.3,0.617,177.0
8280,20,1.592945,8.396240e-05,0.5156,116431.7,0.617,177.4
8300,20,1.604625,8.329585e-05,0.4238,120791.9,0.617,177.7
8320,20,1.603069,8.263093e-05,0.4746,118288.5,0.617,178.1
8340,20,1.604727,8.196766e-05,0.4551,105824.6,0.617,178.5
8360,20,1.618125,8.130606e-05,0.4902,112586.7,0.617,178.9
8380,20,1.598066,8.064616e-05,0.6680,119055.1,0.617,179.2
8400,20,1.596449,7.998795e-05,0.4297,96169.0,0.617,179.6
8420,20,1.600961,7.933146e-05,0.4766,150704.8,0.617,180.0
8440,20,1.599578,7.867671e-05,0.4043,135513.3,0.617,180.3
8460,20,1.588862,7.802371e-05,0.5586,135060.1,0.617,180.7
8480,20,1.604894,7.737248e-05,0.6289,127657.6,0.617,181.1
8500,20,1.577661,7.672303e-05,0.3945,179269.8,0.617,181.4
8520,20,1.600336,7.607538e-05,0.9258,48904.3,0.617,181.8
8540,21,1.590217,7.542954e-05,0.5195,118326.9,0.617,183.4
8560,21,1.606518,7.478554e-05,0.5859,113951.9,0.617,183.8
8580,21,1.616888,7.414338e-05,0.6406,71367.7,0.617,184.1
8600,21,1.596523,7.350308e-05,0.4941,118149.4,0.617,184.5
8620,21,1.604984,7.286467e-05,0.4746,135651.0,0.617,184.9
8640,21,1.623123,7.222814e-05,0.5312,88838.1,0.617,185.3
8660,21,1.573250,7.159353e-05,0.4082,147170.5,0.617,185.6
8680,21,1.594483,7.096084e-05,0.5000,136671.5,0.617,186.0
8700,21,1.594314,7.033009e-05,0.6016,111546.0,0.617,186.4
8720,21,1.625233,6.970130e-05,0.4805,102911.7,0.617,186.8
8740,21,1.582680,6.907448e-05,0.4863,188256.9,0.617,187.2
8760,21,1.588171,6.844965e-05,0.4590,127210.1,0.617,187.5
8780,21,1.581818,6.782682e-05,0.8086,143625.6,0.617,187.9
8800,21,1.610988,6.720601e-05,0.3633,109520.4,0.617,188.3
8820,21,1.620679,6.658723e-05,0.4746,100947.0,0.617,188.7
8840,21,1.597331,6.597050e-05,0.6484,141771.5,0.617,189.1
8860,21,1.616284,6.535583e-05,0.4414,87640.3,0.617,189.4
8880,21,1.609781,6.474324e-05,0.6250,110435.6,0.617,189.8
8900,21,1.578293,6.413274e-05,0.5977,137646.7,0.617,190.2
8920,21,1.602597,6.352436e-05,0.4863,103257.5,0.617,190.6
8940,21,1.603465,6.291809e-05,0.5859,88573.8,0.617,190.9
8960,22,1.569642,6.231396e-05,0.4688,149458.6,0.617,192.5
8980,22,1.594697,6.171199e-05,0.4121,100424.9,0.617,192.9
9000,22,1.600018,6.111218e-05,0.4922,104054.2,0.617,193.3
9020,22,1.582038,6.051456e-05,0.4746,99396.6,0.617,193.6
9040,22,1.613289,5.991914e-05,0.5586,98715.9,0.617,194.0
9060,22,1.588262,5.932592e-05,0.5156,132332.5,0.617,194.4
9080,22,1.622467,5.873493e-05,0.5781,82402.6,0.617,194.8
9100,22,1.592907,5.814619e-05,0.4883,145269.6,0.617,195.1
9120,22,1.587183,5.755970e-05,0.5078,125239.8,0.617,195.5
9140,22,1.604367,5.697547e-05,0.5039,151515.3,0.617,195.9
9160,22,1.615924,5.639354e-05,0.4414,81948.5,0.617,196.2
9180,22,1.611904,5.581390e-05,0.3887,119585.8,0.617,196.6
9200,22,1.606052,5.523657e-05,0.4648,89995.8,0.617,197.0
9220,22,1.585728,5.466157e-05,0.5234,142794.3,0.617,197.3
9240,22,1.577898,5.408891e-05,0.3457,151136.0,0.618,197.7
9260,22,1.596068,5.351861e-05,0.5352,121783.1,0.618,198.1
9280,22,1.612097,5.295067e-05,0.5312,89791.3,0.618,198.5
9300,22,1.603572,5.238512e-05,0.4785,137494.8,0.618,198.8
9320,22,1.596439,5.182197e-05,0.4883,124816.8,0.618,199.2
9340,22,1.598963,5.126122e-05,0.5547,137347.5,0.618,199.6
9360,22,1.584349,5.070290e-05,0.4512,157298.4,0.618,200.0
9380,23,1.604126,5.014702e-05,0.5703,102241.6,0.618,201.6
9400,23,1.601814,4.959359e-05,0.5234,103263.3,0.618,201.9
9420,23,1.608880,4.904263e-05,0.5000,110741.4,0.618,202.3
9440,23,1.613953,4.849414e-05,0.5742,95135.6,0.618,202.7
9460,23,1.612527,4.794815e-05,0.4277,95398.1,0.618,203.0
9480,23,1.614954,4.740466e-05,0.5391,82472.7,0.618,203.4
9500,23,1.616435,4.686369e-05,0.6055,104799.0,0.618,203.8
9520,23,1.613255,4.632525e-05,0.5078,89285.0,0.618,204.2
9540,23,1.634432,4.578936e-05,0.5977,75910.9,0.618,204.5
9560,23,1.596997,4.525603e-05,0.5430,124052.0,0.618,204.9
9580,23,1.579962,4.472527e-05,0.4902,126146.2,0.618,205.3
9600,23,1.590894,4.419710e-05,0.4492,136986.5,0.618,205.7
9620,23,1.618745,4.367152e-05,0.4688,114395.1,0.618,206.0
9640,23,1.583047,4.314855e-05,0.5352,158054.2,0.618,206.4
9660,23,1.612931,4.262821e-05,0.7539,91735.4,0.618,206.8
9680,23,1.599157,4.211050e-05,0.5156,129820.2,0.618,207.1
9700,23,1.619804,4.159545e-05,0.5391,120697.8,0.618,207.5
9720,23,1.625640,4.108305e-05,0.4609,91196.5,0.618,207.9
9740,23,1.593396,4.057333e-05,0.4922,115091.6,0.618,208.2
9760,23,1.591756,4.006630e-05,0.3809,129646.2,0.618,208.6
9780,23,1.590046,3.956196e-05,0.4824,139400.3,0.618,209.0
9800,24,1.588067,3.906034e-05,0.5117,104438.2,0.618,210.6
9820,24,1.605359,3.856144e-05,0.5195,85662.4,0.618,211.0
9840,24,1.607690,3.806528e-05,0.4219,111427.5,0.618,211.4
9860,24,1.613318,3.757186e-05,0.4355,94827.7,0.618,211.7
9880,24,1.605721,3.708121e-05,0.4648,79090.0,0.618,212.1
9900,24,1.638186,3.659333e-05,0.7656,78558.7,0.618,212.5
9920,24,1.599455,3.610823e-05,0.4160,139875.9,0.618,212.9
9940,24,1.600971,3.562593e-05,0.6055,123615.1,0.618,213.2
9960,24,1.617302,3.514644e-05,0.4727,106746.3,0.618,213.6
9980,24,1.624556,3.466976e-05,0.4844,95931.7,0.618,214.0
10000,24,1.609639,3.419592e-05,0.4941,98566.4,0.618,214.3
10020,24,1.590130,3.372493e-05,0.5156,164004.3,0.618,214.7
10040,24,1.601738,3.325679e-05,0.4609,127253.3,0.618,215.1
10060,24,1.588825,3.279151e-05,0.5742,101449.9,0.618,215.5
10080,24,1.594210,3.232911e-05,0.5039,103426.5,0.618,215.8
10100,24,1.603229,3.186961e-05,0.4727,132473.1,0.618,216.2
10120,24,1.585737,3.141300e-05,0.7578,128889.1,0.618,216.6
10140,24,1.600737,3.095930e-05,0.5625,123656.3,0.618,216.9
10160,24,1.602551,3.050853e-05,0.4805,123324.4,0.618,217.3
10180,24,1.605341,3.006069e-05,0.5234,95000.7,0.618,217.7
10200,24,1.588380,2.961580e-05,0.4609,132879.6,0.618,218.0
10220,24,1.595235,2.917386e-05,0.5039,117842.3,0.618,218.4
10240,25,1.594283,2.873489e-05,0.5508,90546.8,0.618,220.0
10260,25,1.613552,2.829889e-05,0.5703,84722.2,0.618,220.4
10280,25,1.571596,2.786589e-05,0.4688,108295.9,0.618,220.8
10300,25,1.622740,2.743588e-05,0.5547,73269.8,0.618,221.1
10320,25,1.611196,2.700889e-05,0.5078,97439.3,0.618,221.5
10340,25,1.586562,2.658491e-05,0.3926,126217.0,0.618,221.9
10360,25,1.627538,2.616396e-05,0.4648,98379.9,0.618,222.3
10380,25,1.614140,2.574606e-05,0.4688,91743.4,0.618,222.6
10400,25,1.602199,2.533120e-05,0.5547,112148.6,0.618,223.0
10420,25,1.589846,2.491941e-05,0.5039,123768.2,0.618,223.4
10440,25,1.603506,2.451068e-05,0.5508,94053.6,0.618,223.8
10460,25,1.597150,2.410504e-05,0.5664,151114.2,0.618,224.1
10480,25,1.605095,2.370249e-05,0.4824,108237.3,0.618,224.5
10500,25,1.611169,2.330304e-05,0.4902,104752.6,0.618,224.9
10520,25,1.588619,2.290670e-05,0.5391,126678.5,0.618,225.3
10540,25,1.622724,2.251348e-05,0.5117,78548.7,0.618,225.6
10560,25,1.575841,2.212340e-05,0.4160,139177.2,0.618,226.0
10580,25,1.606667,2.173645e-05,0.4297,125333.1,0.618,226.4
10600,25,1.581065,2.135265e-05,0.5273,111558.8,0.618,226.7
10620,25,1.613250,2.097201e-05,0.5430,89084.6,0.618,227.1
10640,25,1.597978,2.059454e-05,0.6562,113637.7,0.618,227.5
10660,26,1.607828,2.022025e-05,0.5156,70206.2,0.618,229.0
10680,26,1.614535,1.984914e-05,0.4688,104079.3,0.618,229.4
10700,26,1.607059,1.948123e-05,0.6719,107465.3,0.618,229.8
10720,26,1.601675,1.911652e-05,0.4824,130280.2,0.618,230.1
10740,26,1.588600,1.875503e-05,0.5820,132033.3,0.618,230.5
10760,26,1.632759,1.839676e-05,0.5977,83334.7,0.618,230.9
10780,26,1.616975,1.804172e-05,0.4902,131876.4,0.618,231.2
10800,26,1.598387,1.768992e-05,0.4395,122876.1,0.618,231.6
10820,26,1.585326,1.734137e-05,0.4492,150830.8,0.618,231.9
10840,26,1.585503,1.699607e-05,0.4609,130412.4,0.618,232.3
10860,26,1.596534,1.665405e-05,0.4336,128277.3,0.618,232.7
10880,26,1.596374,1.631529e-05,0.5508,116390.0,0.618,233.0
10900,26,1.589878,1.597982e-05,0.5156,124455.5,0.618,233.4
10920,26,1.598015,1.564764e-05,0.4062,119191.8,0.618,233.8
10940,26,1.604459,1.531876e-05,0.5898,69974.9,0.618,234.1
10960,26,1.614807,1.499319e-05,0.4551,121878.8,0.618,234.5
10980,26,1.598736,1.467093e-05,0.4258,139890.1,0.618,234.9
11000,26,1.591856,1.435199e-05,0.5000,116001.8,0.618,235.2
11020,26,1.612712,1.403639e-05,0.7539,111723.4,0.618,235.6
11040,26,1.593096,1.372412e-05,0.4453,98698.7,0.618,236.0
11060,26,1.602995,1.341520e-05,0.4746,96439.2,0.618,236.4
11080,27,1.593707,1.310963e-05,0.4707,112254.7,0.618,238.0
11100,27,1.602332,1.280742e-05,0.4512,110554.3,0.618,238.4
11120,27,1.625188,1.250859e-05,0.5156,88670.6,0.618,238.7
11140,27,1.594903,1.221312e-05,0.4316,147542.0,0.618,239.1
11160,27,1.618963,1.192105e-05,0.4570,100734.5,0.618,239.5
11180,27,1.614251,1.163236e-05,0.5430,94532.5,0.618,239.8
11200,27,1.619233,1.134707e-05,0.5352,93972.5,0.618,240.2
11220,27,1.590254,1.106518e-05,0.4590,139751.7,0.618,240.6
11240,27,1.604359,1.078671e-05,0.4668,104388.4,0.618,240.9
11260,27,1.600228,1.051165e-05,0.4629,150203.6,0.618,241.3
11280,27,1.616323,1.024002e-05,0.5000,90222.0,0.618,241.7
11300,27,1.610256,9.971817e-06,0.4844,105265.5,0.618,242.1
11320,27,1.605007,9.707055e-06,0.6172,115658.1,0.618,242.4
11340,27,1.581604,9.445738e-06,0.4727,127634.9,0.618,242.8
11360,27,1.597045,9.187872e-06,0.4082,124244.6,0.618,243.2
11380,27,1.572538,8.933464e-06,0.5156,150252.1,0.618,243.5
11400,27,1.593153,8.682519e-06,0.4082,122585.0,0.618,243.9
11420,27,1.584616,8.435044e-06,0.4883,150713.6,0.618,244.3
11440,27,1.589733,8.191045e-06,0.4512,123427.8,0.618,244.7
11460,27,1.624252,7.950529e-06,0.5469,72707.8,0.618,245.0
11480,27,1.625459,7.713500e-06,0.5195,97593.5,0.618,245.4
11500,27,1.607724,7.479964e-06,0.5078,108924.1,0.618,245.8
11520,28,1.610921,7.249929e-06,0.5430,117132.8,0.618,247.4
11540,28,1.607539,7.023398e-06,0.5273,91300.2,0.618,247.8
11560,28,1.602898,6.800378e-06,0.5508,136020.0,0.618,248.1
11580,28,1.581244,6.580873e-06,0.4219,153622.5,0.618,248.5
11600,28,1.574084,6.364891e-06,0.4512,117920.6,0.618,248.9
11620,28,1.606782,6.152435e-06,0.5586,107529.3,0.618,249.3
11640,28,1.588953,5.943511e-06,0.5352,139745.2,0.618,249.6
11660,28,1.591650,5.738125e-06,0.4941,99560.2,0.618,250.0
11680,28,1.614231,5.536280e-06,0.4766,101700.3,0.618,250.4
11700,28,1.588585,5.337983e-06,0.4570,117677.2,0.618,250.7
11720,28,1.598896,5.143238e-06,0.5664,103951.2,0.618,251.1
11740,28,1.601312,4.952049e-06,0.4609,106819.4,0.618,251.5
11760,28,1.581559,4.764423e-06,0.4199,175211.0,0.618,251.9
11780,28,1.590160,4.580362e-06,0.4395,137861.5,0.618,252.2
11800,28,1.607741,4.399871e-06,0.4609,101074.2,0.618,252.6
11820,28,1.622867,4.222956e-06,0.6758,98176.3,0.618,253.0
11840,28,1.593382,4.049620e-06,0.4980,116708.7,0.618,253.3
11860,28,1.608128,3.879868e-06,0.5000,101780.4,0.618,253.7
11880,28,1.592508,3.713704e-06,0.4863,119291.0,0.618,254.1
11900,28,1.607708,3.551132e-06,0.6367,127053.7,0.618,254.4
11920,28,1.604974,3.392155e-06,0.4141,108663.9,0.618,254.8
11940,29,1.593357,3.236778e-06,0.4297,99980.2,0.618,256.4
11960,29,1.613292,3.085005e-06,0.4160,103956.1,0.618,256.8
11980,29,1.592672,2.936839e-06,0.4648,137879.3,0.618,257.2
12000,29,1.604017,2.792285e-06,0.4121,146447.4,0.618,257.5
12020,29,1.582789,2.651344e-06,0.4121,135448.5,0.618,257.9
12040,29,1.596748,2.514022e-06,0.4922,115787.0,0.618,258.3
12060,29,1.571528,2.380321e-06,0.5078,145191.5,0.618,258.6
12080,29,1.598754,2.250245e-06,0.4922,130820.6,0.618,259.0
12100,29,1.597017,2.123796e-06,0.4004,120397.1,0.618,259.4
12120,29,1.605815,2.000979e-06,0.4980,100916.6,0.618,259.8
12140,29,1.586034,1.881795e-06,0.5117,135831.4,0.618,260.1
12160,29,1.599008,1.766248e-06,0.5352,78419.3,0.618,260.5
12180,29,1.581853,1.654341e-06,0.5586,107723.4,0.618,260.9
12200,29,1.605726,1.546077e-06,0.6914,127399.8,0.618,261.3
12220,29,1.602127,1.441457e-06,0.4180,114783.5,0.618,261.6
12240,29,1.584396,1.340485e-06,0.4375,110301.0,0.618,262.0
12260,29,1.604179,1.243164e-06,0.4512,137823.2,0.618,262.4
12280,29,1.606752,1.149495e-06,0.6289,112606.3,0.618,262.7
12300,29,1.610028,1.059481e-06,0.4180,108598.2,0.618,263.1
12320,29,1.602805,9.731236e-07,0.4668,116136.7,0.618,263.5
12340,29,1.597814,8.904258e-07,0.4219,148051.0,0.618,263.9
12360,30,1.599608,8.113891e-07,0.5352,124338.5,0.618,265.5
12380,30,1.584899,7.360156e-07,0.4316,119147.3,0.618,265.8
12400,30,1.652176,6.643071e-07,0.5195,72400.4,0.618,266.2
12420,30,1.608451,5.962653e-07,0.4785,87510.4,0.618,266.6
12440,30,1.626807,5.318921e-07,0.4961,82989.1,0.618,266.9
12460,30,1.600199,4.711888e-07,0.4961,120093.3,0.618,267.3
12480,30,1.605826,4.141571e-07,0.4023,121852.9,0.618,267.7
12500,30,1.592203,3.607982e-07,0.5391,122352.8,0.618,268.0
12520,30,1.595849,3.111136e-07,0.4766,100141.1,0.618,268.4
12540,30,1.581579,2.651044e-07,0.5430,127975.9,0.618,268.8
12560,30,1.592363,2.227719e-07,0.4043,106489.4,0.618,269.2
12580,30,1.585466,1.841169e-07,0.4316,104354.8,0.618,269.5
12600,30,1.594286,1.491405e-07,0.5039,102257.3,0.618,269.9
12620,30,1.603036,1.178435e-07,0.5391,98280.6,0.618,270.3
12640,30,1.623177,9.022669e-08,0.4941,115182.0,0.618,270.6
12660,30,1.624783,6.629076e-08,0.5938,79126.1,0.618,271.0
12680,30,1.572114,4.603629e-08,0.5117,142343.1,0.618,271.4
12700,30,1.617210,2.946377e-08,0.4336,105639.9,0.618,271.7
12720,30,1.596717,1.657361e-08,0.4531,106512.5,0.618,272.1
12740,30,1.612072,7.366122e-09,0.5312,129151.2,0.618,272.5
12760,30,1.607882,1.841542e-09,0.4707,107495.7,0.618,272.9
12780,30,1.628413,0.000000e+00,0.8672,24682.5,0.618,273.3
